sample_time;computation_time;detection;fpic_rank;fpim_rank;fwaf_rank;fiml_rank;fx_rank;det;diff
2.700053;0.006001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
2.750193;0.005999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
2.800092;0.005516;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
2.850234;0.005999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
2.900080;0.006001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
2.950216;0.005007;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
3.000098;0.006000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
3.050228;0.006000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
3.100082;0.005514;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
3.150215;0.006002;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
3.200367;0.005515;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
3.250263;0.007000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
3.300211;0.006002;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
3.350109;0.006006;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
3.400238;0.005999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
3.450127;0.006001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
3.500247;0.008516;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
3.550136;0.008516;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
3.600283;0.006000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
3.650098;0.006587;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
3.700260;0.005830;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
3.750137;0.005261;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
3.800269;0.005250;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
3.850121;0.006455;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
3.900245;0.005252;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
3.950273;0.006038;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
4.000204;0.005515;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
4.050279;0.005299;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
4.100164;0.006009;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
4.150301;0.005005;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
4.200154;0.005001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
4.250315;0.004999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
4.300152;0.005516;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
4.350315;0.005001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
4.400142;0.005008;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
4.450453;0.005000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
4.500152;0.004513;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
4.550334;0.006060;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
4.600173;0.005999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
4.650318;0.006008;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
4.700314;0.006001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
4.750347;0.005516;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
4.800300;0.006009;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
4.850162;0.006000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
4.900301;0.005515;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
4.950344;0.005092;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
5.000328;0.006001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
5.050193;0.005008;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
5.100321;0.007001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
5.150194;0.005999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
5.200548;0.005518;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
5.250224;0.006000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
5.300321;0.005517;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
5.350280;0.006000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
5.400341;0.006000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
5.450454;0.005000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
5.500339;0.006008;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
5.550376;0.004000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
5.600232;0.005000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
5.650356;0.005517;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
5.700390;0.005999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
5.750354;0.005514;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
5.800225;0.006001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
5.850379;0.004998;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
5.900223;0.006001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
5.950592;0.006009;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
6.000226;0.006000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
6.050402;0.005505;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
6.100453;0.006006;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
6.150400;0.006002;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
6.200621;0.005998;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
6.250338;0.005505;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
6.300397;0.006009;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
6.350260;0.005000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
6.400398;0.005007;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
6.450541;0.005000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
6.500424;0.005507;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
6.550300;0.006008;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
6.600441;0.005000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
6.650287;0.006001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
6.700641;0.005514;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
6.750282;0.006001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
6.800442;0.006000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
6.850457;0.005007;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
6.900446;0.005999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
6.950648;0.005517;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
7.000336;0.005000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
7.050465;0.007001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
7.100304;0.005517;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
7.150481;0.006000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
7.200320;0.005001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
7.250447;0.006006;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
7.300310;0.006001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
7.350452;0.005000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
7.400353;0.005512;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
7.450678;0.004999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
7.500323;0.005001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
7.550461;0.006517;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
7.600501;0.006001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
7.650502;0.005999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
7.700762;0.006009;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
7.750385;0.006000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
7.800500;0.006508;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
7.850343;0.006010;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
7.900487;0.006517;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
7.950352;0.006000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
8.000491;0.004998;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
8.050345;0.006002;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
8.100478;0.006008;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
8.150370;0.005000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
8.200775;0.006001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
8.250354;0.006517;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
8.300505;0.004999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
8.350583;0.007002;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
8.400529;0.006000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
8.450770;0.005515;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
8.500408;0.007000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
8.550529;0.006009;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
8.600409;0.004999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
8.650547;0.005508;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
8.700393;0.005009;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
8.750522;0.005000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
8.800398;0.006000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
8.850558;0.005515;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
8.900408;0.006001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
8.950549;0.006000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
9.000425;0.005008;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
9.050581;0.005999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
9.100592;0.005519;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
9.150545;0.006000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
9.200547;0.006001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
9.250448;0.005516;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
9.300573;0.006999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
9.350445;0.006001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
9.400547;0.006005;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
9.450419;0.006000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
9.500595;0.006514;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
9.550453;0.006001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
9.600556;0.006001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
9.650462;0.005518;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
9.700572;0.007001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
9.750611;0.006000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
9.800836;0.006007;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
9.850616;0.005999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
9.900475;0.006507;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
9.950609;0.005009;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
10.000630;0.006000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
10.050632;0.005517;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
10.100451;0.006000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
10.150609;0.005000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
10.201056;0.004999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
10.250641;0.006008;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
10.300490;0.006000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
10.350634;0.006517;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
10.400905;0.006000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
10.450490;0.006515;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
10.500627;0.006000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
10.550522;0.006001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
10.600639;0.005999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
10.650484;0.006008;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
10.700622;0.006001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
10.750536;0.006506;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
10.800635;0.007009;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
10.850491;0.006001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
10.900660;0.006999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
10.950523;0.006516;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
11.000660;0.006001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
11.050691;0.006007;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
11.100581;0.006001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
11.150675;0.006515;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
11.200521;0.006000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
11.250681;0.006000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
11.300549;0.006001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
11.350669;0.005518;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
11.400561;0.006000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
11.450682;0.005009;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
11.500546;0.006000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
11.550688;0.005000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
11.600570;0.006514;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
11.650705;0.006001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
11.700716;0.005000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
11.750732;0.005516;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
11.800681;0.005001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
11.850712;0.005000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
11.900715;0.005007;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
11.950682;0.006001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
12.000719;0.005000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
12.050574;0.005517;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
12.100735;0.007001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
12.150600;0.005507;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
12.200710;0.006011;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
12.250608;0.006000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
12.300716;0.006001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
12.350599;0.006009;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
12.400884;0.005999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
12.450584;0.006024;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
12.500745;0.006009;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
12.550718;0.006519;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
12.600750;0.006000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
12.650760;0.006000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
12.700589;0.005999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
12.750769;0.006009;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
12.800600;0.006001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
12.850757;0.005999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
12.900635;0.005515;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
12.950771;0.006515;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
13.000604;0.006001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
13.050781;0.006000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
13.100649;0.005999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
13.150768;0.006009;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
13.200614;0.005001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
13.250784;0.005999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
13.300624;0.007024;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
13.350772;0.005000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
13.400770;0.006001;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
13.450822;0.006000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
13.500776;0.006516;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
13.550787;0.005999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
13.600674;0.006009;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
13.650803;0.005999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
13.700830;0.005926;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
13.750786;0.005172;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
13.800651;0.005999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
13.850689;0.005998;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
13.900691;0.005512;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
13.950677;0.006003;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
14.000743;0.006006;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
14.050818;0.006002;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
14.100803;0.004999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
14.150833;0.005025;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
14.200693;0.005000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
14.250831;0.006000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
14.300830;0.006508;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
14.350713;0.006009;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
14.400694;0.005999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
14.450841;0.006007;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
14.500712;0.004999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
14.550732;0.006000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
14.600842;0.005515;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
14.650696;0.005000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
14.700878;0.005002;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
14.751305;0.005517;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
14.801151;0.004999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
14.850711;0.004000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
14.900870;0.004008;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
14.950721;0.005000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
15.001053;0.005000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
15.051090;0.005516;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
15.100733;0.004515;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
15.150761;0.005000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
15.200914;0.005517;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
15.251053;0.005000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
15.300888;0.005999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
15.350775;0.006000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
15.400753;0.005007;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
15.450756;0.006000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
15.500744;0.006000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
15.550781;0.005515;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
15.600940;0.005507;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
15.650750;0.007009;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
15.700921;0.006000;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
15.750913;0.004999;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
15.800916;0.006010;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
15.850790;0.006004;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
15.900840;0.005996;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
15.950941;0.006041;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
16.000807;0.006998;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
16.050885;0.006002;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
16.100916;0.006431;0;0.000000;0.000000;0.000000;0.000000;0.000000 ;0;0
